filename,counts,total,avg_conf,grade,badge_color,total_value,breakdown
5_jpg.rf.50be873f9a8f7fa942b7de62d3232c3a.jpg,"{'dry': 1, 'green': 0, 'tender': 0}",1,0.9179272055625916,Grade A (Mature Dry),#2e7d32,35.0,"{'dry': {'count': 1, 'rate': 35.0, 'subtotal': 35.0}, 'green': {'count': 0, 'rate': 28.0, 'subtotal': 0.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
6_jpg.rf.ae02ac081a2915e3957d00f91e3fa905.jpg,"{'dry': 0, 'green': 1, 'tender': 0}",1,0.833810567855835,Grade B (Fresh Green),#1565c0,28.0,"{'dry': {'count': 0, 'rate': 35.0, 'subtotal': 0.0}, 'green': {'count': 1, 'rate': 28.0, 'subtotal': 28.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
11_jpg.rf.4abe98a1e65a34a5611aec3a6deb1a1d.jpg,"{'dry': 3, 'green': 0, 'tender': 0}",3,0.8394423325856527,Grade A (Mature Dry),#2e7d32,105.0,"{'dry': {'count': 3, 'rate': 35.0, 'subtotal': 105.0}, 'green': {'count': 0, 'rate': 28.0, 'subtotal': 0.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
19_jpg.rf.8dcc655b098737e254f846ecce7c6e7c.jpg,"{'dry': 1, 'green': 1, 'tender': 0}",2,0.5705946683883667,Grade B Mixed (Green Dominant),#1565c0,63.0,"{'dry': {'count': 1, 'rate': 35.0, 'subtotal': 35.0}, 'green': {'count': 1, 'rate': 28.0, 'subtotal': 28.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
026_jpg.rf.7471e889893fd7f8393880e1264636fc.jpg,"{'dry': 2, 'green': 0, 'tender': 0}",2,0.38365717232227325,Grade A (Mature Dry),#2e7d32,70.0,"{'dry': {'count': 2, 'rate': 35.0, 'subtotal': 70.0}, 'green': {'count': 0, 'rate': 28.0, 'subtotal': 0.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
030_jpg.rf.bf8b9b31dcadda699117ea362bf6fb90.jpg,"{'dry': 0, 'green': 1, 'tender': 0}",1,0.9215494990348816,Grade B (Fresh Green),#1565c0,28.0,"{'dry': {'count': 0, 'rate': 35.0, 'subtotal': 0.0}, 'green': {'count': 1, 'rate': 28.0, 'subtotal': 28.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
37_jpg.rf.b92f665dd9512191e24147028a02a957.jpg,"{'dry': 0, 'green': 1, 'tender': 0}",1,0.9212461113929749,Grade B (Fresh Green),#1565c0,28.0,"{'dry': {'count': 0, 'rate': 35.0, 'subtotal': 0.0}, 'green': {'count': 1, 'rate': 28.0, 'subtotal': 28.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
51_jpg.rf.5268b43c8550382ff1a17187c5e610d7.jpg,"{'dry': 0, 'green': 2, 'tender': 1}",3,0.3155178626378377,Grade B Mixed (Green Dominant),#1565c0,96.0,"{'dry': {'count': 0, 'rate': 35.0, 'subtotal': 0.0}, 'green': {'count': 2, 'rate': 28.0, 'subtotal': 56.0}, 'tender': {'count': 1, 'rate': 40.0, 'subtotal': 40.0}}"
056_jpg.rf.fbf3c79d8c7938ab258e2114633d2f53.jpg,"{'dry': 0, 'green': 1, 'tender': 0}",1,0.8908065557479858,Grade B (Fresh Green),#1565c0,28.0,"{'dry': {'count': 0, 'rate': 35.0, 'subtotal': 0.0}, 'green': {'count': 1, 'rate': 28.0, 'subtotal': 28.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
73_jpg.rf.9ef871b55af54ae9bf4566252579514d.jpg,"{'dry': 0, 'green': 1, 'tender': 0}",1,0.8868116736412048,Grade B (Fresh Green),#1565c0,28.0,"{'dry': {'count': 0, 'rate': 35.0, 'subtotal': 0.0}, 'green': {'count': 1, 'rate': 28.0, 'subtotal': 28.0}, 'tender': {'count': 0, 'rate': 40.0, 'subtotal': 0.0}}"
